attack_bias_m,estimated_x_m,estimated_y_m,estimated_z_m,position_error_m,clock_bias_m,mean_abs_residual_m,max_abs_residual_m,converged,n_iterations,n_satellites
0,-2693895.8551825406,-4297490.883263739,3854201.517656923,38.4686594697414,15.710185307576896,6.398881737674985,13.847241826355457,True,2,7
10,-2693895.8551825406,-4297490.883263739,3854201.517656923,38.4686594697414,25.7101853075769,6.398881737674985,13.847241826355457,True,2,7
50,-2693895.8551825406,-4297490.883263739,3854201.517656923,38.4686594697414,65.71018530757691,6.398881737674985,13.847241826355457,True,2,7
100,-2693895.8551825406,-4297490.883263739,3854201.517656923,38.4686594697414,115.71018530757692,6.398881737674985,13.847241826355457,True,2,7
500,-2693895.8551825406,-4297490.883263739,3854201.517656923,38.4686594697414,515.7101853075768,6.398881737674985,13.847241826355457,True,2,7
1000,-2693895.8551825406,-4297490.883263739,3854201.517656923,38.4686594697414,1015.7101853075769,6.398881737674985,13.847241826355457,True,2,7
