t,attack_bias_m,estimated_x_m,estimated_y_m,estimated_z_m,true_x_m,true_y_m,true_z_m,position_error_m,clock_bias_m,mean_abs_residual_m,max_abs_residual_m,n_satellites,converged,n_iterations
391.0,0.0,-2693886.1206329716,-4297469.664185711,3854212.8325211606,-2693926.040508715,-4297473.805180821,3854218.1780209546,40.48850068732268,305.3422904390336,8.139921089900392,15.658121816813946,7,True,2
392.0,0.0,-2693886.3759851027,-4297467.493693259,3854211.6298855,-2693926.040508715,-4297473.805180821,3854218.1780209546,40.69382491933709,305.5100294745594,4.197418420442513,7.657432489097118,7,True,2
393.0,0.0,-2693882.028120334,-4297460.253140035,3854210.739857446,-2693926.040508715,-4297473.805180821,3854218.1780209546,46.648412800976054,297.1196510337745,8.622903639716762,19.421596013009548,7,True,2
394.0,0.0,-2693883.889462267,-4297460.012149529,3854206.387015449,-2693926.040508715,-4297473.805180821,3854218.1780209546,45.89102569908108,299.96085377199586,5.034229814474072,9.917246200144291,7,True,2
395.0,0.0,-2693884.96691877,-4297462.63549599,3854214.623113258,-2693926.040508715,-4297473.805180821,3854218.1780209546,42.713452434881695,305.21527022029784,8.158617870083877,18.710709914565086,7,True,2
396.0,0.0,-2693876.8458464434,-4297449.796629991,3854218.1032892666,-2693926.040508715,-4297473.805180821,3854218.1780209546,54.74057812771326,296.1131428564654,10.633936305663415,25.093602765351534,7,True,2
397.0,0.0,-2693877.127266689,-4297451.11040661,3854216.4042386767,-2693926.040508715,-4297473.805180821,3854218.1780209546,53.95094369428777,294.6450911397203,10.256426358861583,25.247770883142948,7,True,2
398.0,0.0,-2693886.6744106766,-4297451.113981188,3854200.9436374158,-2693926.040508715,-4297473.805180821,3854218.1780209546,48.59633928072232,293.7943099479672,5.26514932140708,11.696109745651484,7,True,2
399.0,0.0,-2693891.4807119253,-4297457.327087174,3854203.5073529277,-2693926.040508715,-4297473.805180821,3854218.1780209546,41.001653926638646,304.0552773292925,4.199767471956355,9.249267265200615,7,True,2
400.0,0.0,-2693898.579668671,-4297468.155907939,3854209.8873216575,-2693926.040508715,-4297473.805180821,3854218.1780209546,29.23606873111284,316.30013882570137,2.779716396970408,5.928444799035788,7,True,2
401.0,0.0,-2693898.8730665795,-4297472.904721804,3854210.2817458496,-2693926.040508715,-4297473.805180821,3854218.1780209546,28.306039976660028,318.47145598580926,3.215501562825271,6.88793034106493,7,True,2
402.0,0.0,-2693891.0094633168,-4297466.317677725,3854206.4688120675,-2693926.040508715,-4297473.805180821,3854218.1780209546,37.68743049158455,308.7355860486662,2.3918112569621632,3.7781697288155556,7,True,2
403.0,0.0,-2693898.5197312636,-4297478.842473092,3854207.795938484,-2693926.040508715,-4297473.805180821,3854218.1780209546,29.842170520542517,319.6184586676006,2.2926743972514356,4.1254020370543,7,True,2
404.0,0.0,-2693899.2516479464,-4297483.95858847,3854209.8211958753,-2693926.040508715,-4297473.805180821,3854218.1780209546,29.842440811236248,327.21332516151153,0.32236672405685696,0.6615531109273434,7,True,2
405.0,0.0,-2693908.7274046843,-4297517.927998408,3854231.7109480766,-2693926.040508715,-4297473.805180821,3854218.1780209546,49.29205533846853,356.98574148263737,6.29062822367996,11.67841712385416,8,True,2
406.0,0.0,-2693922.4742053244,-4297523.410018833,3854228.88937519,-2693926.040508715,-4297473.805180821,3854218.1780209546,50.87328949156941,364.15971518086866,10.681634775362909,21.916734721511602,8,True,2
407.0,0.0,-2693921.2785281097,-4297528.702440876,3854235.442639857,-2693926.040508715,-4297473.805180821,3854218.1780209546,57.74471998956403,369.0316776389366,9.705825752578676,24.696544032543898,8,True,2
408.0,0.0,-2693924.745838525,-4297526.712973132,3854226.9877280323,-2693926.040508715,-4297473.805180821,3854218.1780209546,53.65185548456863,367.33638533530245,10.789393616374582,19.660053089261055,8,True,2
409.0,0.0,-2693907.3737719795,-4297531.543548122,3854249.209431669,-2693926.040508715,-4297473.805180821,3854218.1780209546,68.15507735982693,374.90423194086026,11.488678152672946,20.996563900262117,8,True,2
410.0,0.0,-2693898.784836161,-4297504.093386915,3854234.5321398824,-2693926.040508715,-4297473.805180821,3854218.1780209546,43.90562971496249,350.62591242590844,6.213018254376948,12.297501064836979,8,True,2
411.0,0.0,-2693914.6037126053,-4297522.345811638,3854235.948674143,-2693926.040508715,-4297473.805180821,3854218.1780209546,52.94137569182159,365.199291771546,5.12608311484967,12.656443491578102,7,True,2
412.0,0.0,-2693909.0111624748,-4297502.537531813,3854233.0216575447,-2693926.040508715,-4297473.805180821,3854218.1780209546,36.54969458308264,353.36873270123857,2.176123530138284,3.774417817592621,8,True,2
413.0,0.0,-2693909.854311097,-4297521.363515222,3854246.642513411,-2693926.040508715,-4297473.805180821,3854218.1780209546,57.740934311901526,368.0886898954133,5.884773585945368,14.98568132519722,8,True,2
414.0,0.0,-2693899.3746175766,-4297491.600735498,3854229.236779909,-2693926.040508715,-4297473.805180821,3854218.1780209546,33.912352706359776,341.40022741926373,3.2117035971023142,5.677759204059839,8,True,2
415.0,0.0,-2693907.1768426932,-4297501.3030450465,3854225.9548619846,-2693926.040508715,-4297473.805180821,3854218.1780209546,34.24105268781957,348.57449187258084,3.7968318914063275,5.462715804576874,8,True,2
416.0,0.0,-2693898.446815406,-4297497.050047818,3854228.678284587,-2693926.040508715,-4297473.805180821,3854218.1780209546,37.576472539166055,344.60866268712266,5.708322612103075,10.832745414227247,8,True,2
417.0,0.0,-2693896.89651445,-4297488.871497927,3854225.5457206815,-2693926.040508715,-4297473.805180821,3854218.1780209546,33.62512917637656,339.15360843774494,4.281605092542512,10.087977804243565,7,True,2
418.0,0.0,-2693889.017046905,-4297470.992817293,3854220.6468039076,-2693926.040508715,-4297473.805180821,3854218.1780209546,37.21210827494482,326.9713164705101,7.8494695249412745,20.04029208049178,7,True,2
419.0,0.0,-2693904.8651025044,-4297507.333432047,3854248.7667534286,-2693926.040508715,-4297473.805180821,3854218.1780209546,50.082052801660765,365.649718493407,9.437821040395647,19.324917905032635,8,True,2
420.0,0.0,-2693897.2458901163,-4297468.6641501,3854213.1835101196,-2693926.040508715,-4297473.805180821,3854218.1780209546,29.6733111666282,326.17404561722833,4.564981731453112,11.289797142148018,7,True,2
421.0,0.0,-2693888.5569316675,-4297461.950474702,3854223.1213748013,-2693926.040508715,-4297473.805180821,3854218.1780209546,39.623091155168744,324.31000542357066,5.102654496673495,13.25751381367445,8,True,2
422.0,0.0,-2693897.90145277,-4297464.912248621,3854207.9568360755,-2693926.040508715,-4297473.805180821,3854218.1780209546,31.230807433021226,320.56372095785264,3.1494667482163226,7.103080786764622,7,True,2
423.0,0.0,-2693889.8184161372,-4297460.481573083,3854214.888376597,-2693926.040508715,-4297473.805180821,3854218.1780209546,38.734742465185676,319.7212933581915,6.802244332219873,16.044088419526815,7,True,2
424.0,0.0,-2693919.096296471,-4297493.070904273,3854207.876174818,-2693926.040508715,-4297473.805180821,3854218.1780209546,22.924184121632,350.0294335502373,11.691810517106205,24.44403202086687,8,True,2
425.0,0.0,-2693897.79140172,-4297473.627294973,3854210.7734639132,-2693926.040508715,-4297473.805180821,3854218.1780209546,29.203957854356624,332.46052042073586,2.63766269917999,5.487930983304977,7,True,2
426.0,0.0,-2693947.925090997,-4297480.895777638,3854162.3237770693,-2693926.040508715,-4297473.805180821,3854218.1780209546,60.406192272655865,336.99697744288727,30.597330067838943,70.34000147506595,7,True,2
427.0,0.0,-2693895.849891912,-4297466.758369828,3854203.5588559755,-2693926.040508715,-4297473.805180821,3854218.1780209546,34.276097689043816,324.63403584390034,3.860071194047729,5.9870678670704365,6,True,2
428.0,0.0,-2693903.330722072,-4297527.9798746975,3854247.561386629,-2693926.040508715,-4297473.805180821,3854218.1780209546,65.68115440802909,377.528510314233,14.593899944331497,25.72912598773837,8,True,2
429.0,0.0,-2693893.176522057,-4297465.415041995,3854200.389523212,-2693926.040508715,-4297473.805180821,3854218.1780209546,38.29969582784466,321.57396458207756,3.304872853947537,6.951296824961901,7,True,2
430.0,0.0,-2693911.611225301,-4297484.005709716,3854197.6351696807,-2693926.040508715,-4297473.805180821,3854218.1780209546,27.097301490218438,338.2981302180801,7.692993288061449,17.66962867975235,7,True,2
431.0,0.0,-2693900.2169003617,-4297481.713954629,3854210.276502658,-2693926.040508715,-4297473.805180821,3854218.1780209546,28.139677377858195,336.4913444741285,5.032938933266061,9.340955272316933,7,True,2
432.0,0.0,-2693901.3382451716,-4297472.605682216,3854201.8442710843,-2693926.040508715,-4297473.805180821,3854218.1780209546,29.63835362997963,325.092940189844,3.0022632905415128,5.947553414851427,7,True,2
433.0,0.0,-2693898.579661525,-4297484.266778906,3854211.4832358696,-2693926.040508715,-4297473.805180821,3854218.1780209546,30.139066180471747,335.8600133587007,3.025213942463909,5.34945959970355,7,True,2
434.0,0.0,-2693911.9898079624,-4297535.155555825,3854248.990072535,-2693926.040508715,-4297473.805180821,3854218.1780209546,70.07619586827407,383.76353029113284,13.970571066718549,26.88264661282301,8,True,2
435.0,0.0,-2693895.5875789355,-4297477.16217453,3854211.885319961,-2693926.040508715,-4297473.805180821,3854218.1780209546,31.276963163245455,328.8501256754502,2.290321273995297,4.232724774628878,7,True,2
436.0,0.0,-2693907.3128800644,-4297472.565143924,3854202.14288073,-2693926.040508715,-4297473.805180821,3854218.1780209546,24.68577502138563,322.0825634957257,2.6868773571082523,5.645406812429428,7,True,2
437.0,0.0,-2693905.1555064092,-4297485.963108072,3854208.8789577056,-2693926.040508715,-4297473.805180821,3854218.1780209546,25.893456580198336,336.195062688964,3.0000350076173032,5.720579329878092,7,True,2
438.0,0.0,-2693898.433410542,-4297488.375788988,3854211.2263340675,-2693926.040508715,-4297473.805180821,3854218.1780209546,31.980938736358986,335.1731573454714,5.116407659436975,12.020911462605,7,True,2
439.0,0.0,-2693910.1912669665,-4297490.212111409,3854195.7042674436,-2693926.040508715,-4297473.805180821,3854218.1780209546,32.022733053230446,333.2827579955361,1.9117982792002814,4.72145064920187,7,True,2
440.0,0.0,-2693905.409842785,-4297489.341891711,3854195.8636997743,-2693926.040508715,-4297473.805180821,3854218.1780209546,34.13125681444927,333.8243136174935,1.5610556017075266,3.408048678189516,7,True,2
441.0,0.0,-2693906.7510237643,-4297485.019158557,3854198.7948147412,-2693926.040508715,-4297473.805180821,3854218.1780209546,29.555815154489476,332.6567760841919,1.9615123899919646,3.4122830405831337,7,True,2
442.0,0.0,-2693903.1061133593,-4297483.649748936,3854196.7617016057,-2693926.040508715,-4297473.805180821,3854218.1780209546,32.88709087414795,329.4757647439188,1.5269513268555914,3.2386486418545246,7,True,2
443.0,0.0,-2693899.2833726075,-4297480.019860812,3854202.65437156,-2693926.040508715,-4297473.805180821,3854218.1780209546,31.552341760884786,331.38978660940074,2.2244990233864104,4.435972690582275,7,True,2
444.0,0.0,-2693904.6295142393,-4297481.915373011,3854205.1867040815,-2693926.040508715,-4297473.805180821,3854218.1780209546,26.324517391472828,334.73918688888256,1.891812595405749,3.8076489455997944,7,True,2
445.0,0.0,-2693902.892208961,-4297478.597176365,3854193.536510475,-2693926.040508715,-4297473.805180821,3854218.1780209546,34.146903835016026,328.44975244430304,2.182016207171338,4.688678290694952,7,True,2
446.0,0.0,-2693901.2380562425,-4297480.189758393,3854210.605537547,-2693926.040508715,-4297473.805180821,3854218.1780209546,26.707058699705676,342.5007382475695,1.587023059704474,3.0895690098404884,7,True,2
447.0,0.0,-2693901.3201025035,-4297473.7934506945,3854203.5172757176,-2693926.040508715,-4297473.805180821,3854218.1780209546,28.740843268068637,333.31064959417347,0.8015870090041842,1.4175047427415848,7,True,2
448.0,0.0,-2693907.563340774,-4297474.731692381,3854201.344839386,-2693926.040508715,-4297473.805180821,3854218.1780209546,25.01240013499891,336.5533355622462,1.8950037892375673,4.470972862094641,7,True,2
449.0,0.0,-2693904.0450581363,-4297476.938470283,3854206.3136973283,-2693926.040508715,-4297473.805180821,3854218.1780209546,25.18689191064033,342.1944143916229,2.6508407944015095,6.2596044056117535,7,True,2
450.0,0.0,-2693902.2777365767,-4297481.310349952,3854202.226223486,-2693926.040508715,-4297473.805180821,3854218.1780209546,29.588118322548436,341.90632617255227,2.3035222345164845,4.769262161105871,7,True,2
451.0,0.0,-2693898.013224164,-4297468.724486359,3854195.5086011137,-2693926.040508715,-4297473.805180821,3854218.1780209546,36.40391093593681,330.69671632334473,4.135975795664957,7.4199525862932205,7,True,2
452.0,0.0,-2693911.796437722,-4297510.295924189,3854223.2896244363,-2693926.040508715,-4297473.805180821,3854218.1780209546,39.50438456863333,365.5418572283457,8.679290912114084,17.477917719632387,8,True,2
453.0,0.0,-2693904.011030294,-4297480.534642646,3854202.1719024894,-2693926.040508715,-4297473.805180821,3854218.1780209546,28.04958830861274,340.8290625897921,2.1366054703082358,3.848418451845646,7,True,2
454.0,0.0,-2693907.0665743384,-4297527.33005116,3854240.8087819023,-2693926.040508715,-4297473.805180821,3854218.1780209546,61.13160615991265,384.0474567482157,12.224532144144177,23.464543145149946,8,True,2
455.0,0.0,-2693900.7625922323,-4297482.610807258,3854198.675790233,-2693926.040508715,-4297473.805180821,3854218.1780209546,33.11871256206426,337.27981284575594,3.6612304656633308,7.608702555298805,7,True,2
456.0,0.0,-2693898.9613920827,-4297492.664347976,3854219.3260626527,-2693926.040508715,-4297473.805180821,3854218.1780209546,33.01915721415993,352.07741475912354,7.088031449820846,13.757812473922968,8,True,2
457.0,0.0,-2693893.2691403143,-4297484.705610057,3854211.982480859,-2693926.040508715,-4297473.805180821,3854218.1780209546,35.08798457411413,346.08834401177256,2.2578654108302936,4.349207565188408,7,True,2
458.0,0.0,-2693905.8350999737,-4297533.011750905,3854240.1725969547,-2693926.040508715,-4297473.805180821,3854218.1780209546,66.3131801149915,387.3219905347035,10.930461498443037,22.785578161478043,8,True,2
459.0,0.0,-2693911.4428382576,-4297550.221519264,3854262.175771976,-2693926.040508715,-4297473.805180821,3854218.1780209546,89.37757469781202,407.68137859960405,15.289119072724134,36.96022170037031,8,True,2
460.0,0.0,-2693906.199137982,-4297533.151335367,3854240.2719582664,-2693926.040508715,-4297473.805180821,3854218.1780209546,66.36104367731234,386.7679109034981,11.334306377917528,21.551687639206648,8,True,2
461.0,0.0,-2693893.978627854,-4297481.672617161,3854206.509677728,-2693926.040508715,-4297473.805180821,3854218.1780209546,35.014439772130906,340.78408620659036,0.4037122093141079,0.9827879853546619,7,True,2
462.0,0.0,-2693894.6877126377,-4297472.759667791,3854200.5453614495,-2693926.040508715,-4297473.805180821,3854218.1780209546,35.986130669748455,329.96942720907435,2.6646266654133797,5.0621271170675755,7,True,2
463.0,0.0,-2693894.2139158295,-4297462.909491368,3854193.6341000604,-2693926.040508715,-4297473.805180821,3854218.1780209546,41.64195139770862,322.41103076682083,1.1040972247719765,1.645360454916954,7,True,2
464.0,0.0,-2693895.202942337,-4297455.4279259285,3854198.0342234503,-2693926.040508715,-4297473.805180821,3854218.1780209546,41.16371673433092,321.3447905945548,3.260224084236792,5.299466785043478,7,True,2
465.0,0.0,-2693895.069324465,-4297457.54708114,3854194.800261361,-2693926.040508715,-4297473.805180821,3854218.1780209546,42.072077470555996,320.75234851410335,1.9977643207779952,5.045303143560886,7,True,2
466.0,0.0,-2693894.738161896,-4297467.613976543,3854200.134379088,-2693926.040508715,-4297473.805180821,3854218.1780209546,36.657072149905325,330.3080725959669,1.672545081802777,3.3728180304169655,7,True,2
467.0,0.0,-2693887.5791159896,-4297470.023266742,3854203.9293223354,-2693926.040508715,-4297473.805180821,3854218.1780209546,41.189889740232964,330.8714375407487,2.443743928202561,4.166822865605354,7,True,2
468.0,0.0,-2693890.640736165,-4297475.8709357325,3854206.874567875,-2693926.040508715,-4297473.805180821,3854218.1780209546,37.2179968760399,339.183659323819,2.638535935431719,6.643932141363621,7,True,2
469.0,0.0,-2693885.1097579123,-4297468.210119114,3854210.8895407016,-2693926.040508715,-4297473.805180821,3854218.1780209546,41.94941026000896,335.1696985823535,3.6046320476702283,6.46456815302372,7,True,2
470.0,0.0,-2693888.53251636,-4297469.581829007,3854214.3103012694,-2693926.040508715,-4297473.805180821,3854218.1780209546,37.94265998346739,339.64455364943774,3.445843927562237,7.523920178413391,7,True,2
471.0,0.0,-2693898.6558119636,-4297504.643538942,3854237.6101607736,-2693926.040508715,-4297473.805180821,3854218.1780209546,45.59094214544133,368.94533603444637,7.602113515138626,11.015930403023958,8,True,2
472.0,0.0,-2693886.1946312897,-4297465.080982993,3854215.3552231616,-2693926.040508715,-4297473.805180821,3854218.1780209546,40.88733010236626,334.34319658142545,5.489804905972311,11.983405012637377,7,True,2
473.0,0.0,-2693889.7008957164,-4297474.027485293,3854214.4094762458,-2693926.040508715,-4297473.805180821,3854218.1780209546,36.53517238750025,343.78385417678965,2.687829016042607,5.955116841942072,7,True,2
474.0,0.0,-2693882.5643457314,-4297469.274094196,3854207.1496136454,-2693926.040508715,-4297473.805180821,3854218.1780209546,45.08140704937352,339.0938253088934,4.2267889359167645,9.241432275623083,7,True,2
475.0,0.0,-2693877.8375360095,-4297465.6124841515,3854213.933655176,-2693926.040508715,-4297473.805180821,3854218.1780209546,49.07811627621034,333.6698525722511,7.967220726289919,18.123884681612253,7,True,2
476.0,0.0,-2693890.817705619,-4297476.370461074,3854209.830338717,-2693926.040508715,-4297473.805180821,3854218.1780209546,36.28925900930106,342.5323278578885,4.744384886430843,8.668450757861137,7,True,2
477.0,0.0,-2693882.2246461664,-4297475.425422107,3854213.283952963,-2693926.040508715,-4297473.805180821,3854218.1780209546,44.11810166137726,342.4861936010046,7.390754779534681,13.140070360153913,7,True,2
478.0,0.0,-2693895.3773578154,-4297533.350134037,3854265.2570874845,-2693926.040508715,-4297473.805180821,3854218.1780209546,81.8673853375381,399.28883068479007,18.045032915193588,25.442648459225893,8,True,2
479.0,0.0,-2693901.1470983885,-4297517.5338196475,3854238.2846015533,-2693926.040508715,-4297473.805180821,3854218.1780209546,54.186255773078805,377.28174271698646,12.84320780588314,21.35097062215209,8,True,2
480.0,0.0,-2693887.0559139233,-4297496.479526681,3854223.6037714975,-2693926.040508715,-4297473.805180821,3854218.1780209546,45.42425960006853,356.95031779494803,11.560628510080278,23.461091078817844,8,True,2
481.0,0.0,-2693893.5446447204,-4297482.763024206,3854219.1453754413,-2693926.040508715,-4297473.805180821,3854218.1780209546,33.72180169532755,353.05290575829997,5.761157814413309,10.173989858478308,8,True,2
482.0,0.0,-2693893.4570661667,-4297479.974245465,3854209.8557548076,-2693926.040508715,-4297473.805180821,3854218.1780209546,34.1906156819397,345.5316569822013,5.081015264149755,14.68632223457098,8,True,2
483.0,0.0,-2693890.3569155675,-4297471.656579813,3854204.1482898206,-2693926.040508715,-4297473.805180821,3854218.1780209546,38.40271685561697,345.56779398308794,3.9420343511737883,8.006171010434628,8,True,2
484.0,0.0,-2693898.0253855656,-4297503.454878821,3854220.8854452875,-2693926.040508715,-4297473.805180821,3854218.1780209546,40.88131435152321,373.9481193969271,6.715108069591224,11.668415747582912,8,True,2
485.0,0.0,-2693892.212979334,-4297487.130509666,3854203.569915217,-2693926.040508715,-4297473.805180821,3854218.1780209546,39.18243083462568,357.4637350046533,5.119779117871076,11.324904769659042,8,True,2
486.0,0.0,-2693901.206630621,-4297516.847237575,3854227.070764647,-2693926.040508715,-4297473.805180821,3854218.1780209546,50.481888249071915,387.468546278375,8.346944769378752,13.276373360306025,8,True,2
487.0,0.0,-2693898.477116382,-4297502.01003,3854214.25952608,-2693926.040508715,-4297473.805180821,3854218.1780209546,39.630906073119114,369.32744177338935,4.830396412406117,8.1469896286726,8,True,2
488.0,0.0,-2693894.070428129,-4297498.114098544,3854214.711263189,-2693926.040508715,-4297473.805180821,3854218.1780209546,40.311635330040886,370.0709826466832,5.8084543365985155,9.615889977663755,8,True,2
489.0,0.0,-2693899.1814213796,-4297507.29700764,3854224.969677427,-2693926.040508715,-4297473.805180821,3854218.1780209546,43.46538431694133,387.770718745962,7.846955827437341,12.136582020670176,8,True,2
490.0,0.0,-2693897.242404611,-4297502.208334489,3854217.6106436304,-2693926.040508715,-4297473.805180821,3854218.1780209546,40.45234054188666,382.34698952888925,5.322432964108884,8.336522713303566,8,True,2
491.0,0.0,-2693893.964366153,-4297495.49630007,3854212.143072237,-2693926.040508715,-4297473.805180821,3854218.1780209546,39.18933760556941,374.64279263884424,4.944121514912695,11.850635968148708,8,True,2
492.0,0.0,-2693904.4659242677,-4297521.535236872,3854235.8495648867,-2693926.040508715,-4297473.805180821,3854218.1780209546,55.2802352533354,402.20795583209247,10.278075458481908,27.969570215791464,8,True,2
493.0,0.0,-2693901.202997869,-4297526.127631561,3854238.868405504,-2693926.040508715,-4297473.805180821,3854218.1780209546,61.50311219202889,410.3653630633772,11.12769972346723,21.031284168362617,8,True,2
494.0,0.0,-2693904.5734406947,-4297513.6712562805,3854228.892344288,-2693926.040508715,-4297473.805180821,3854218.1780209546,46.52886960213109,399.7528173091615,7.054525030311197,12.156582545489073,8,True,2
495.0,0.0,-2693894.8914262224,-4297479.167864458,3854208.0958921197,-2693926.040508715,-4297473.805180821,3854218.1780209546,33.176392778058684,369.45657017247584,1.8653777002223901,3.1858706288039684,7,True,2
496.0,0.0,-2693899.322456534,-4297484.828795591,3854209.930147659,-2693926.040508715,-4297473.805180821,3854218.1780209546,30.056643339819992,375.9191559634311,1.227572991911854,2.5584953762590885,7,True,2
497.0,0.0,-2693896.2990619494,-4297483.738183993,3854213.4739437955,-2693926.040508715,-4297473.805180821,3854218.1780209546,31.707200280853705,375.94487593083744,3.923397200980357,6.255558017641306,7,True,2
498.0,0.0,-2693899.044705283,-4297480.503479394,3854218.997644029,-2693926.040508715,-4297473.805180821,3854218.1780209546,27.82646921021535,379.6765752739216,2.7977941233132566,6.055866975337267,7,True,2
499.0,0.0,-2693900.0862851404,-4297494.793504613,3854225.24302389,-2693926.040508715,-4297473.805180821,3854218.1780209546,34.118114301216394,395.10020619175833,4.924474236089736,7.560453180223703,8,True,2
500.0,0.0,-2693894.5855217976,-4297479.844687415,3854210.419306152,-2693926.040508715,-4297473.805180821,3854218.1780209546,32.95587196939495,381.7019557079035,4.470678208129747,8.478221237659454,7,True,2
501.0,0.0,-2693894.653213109,-4297484.606003614,3854216.0990728787,-2693926.040508715,-4297473.805180821,3854218.1780209546,33.25871500197227,389.0891564690807,4.068896972175155,9.356391783803701,7,True,2
502.0,0.0,-2693892.7075960604,-4297474.352805381,3854215.677767659,-2693926.040508715,-4297473.805180821,3854218.1780209546,33.431036855605285,381.7432460876759,2.97195501519101,5.087486010044813,7,True,2
503.0,0.0,-2693898.4879293423,-4297493.764423411,3854221.716968294,-2693926.040508715,-4297473.805180821,3854218.1780209546,34.20584954580778,396.78620404570773,3.5022022303725993,8.147228673100471,7,True,2
504.0,0.0,-2693898.2027977617,-4297497.624114732,3854226.10953103,-2693926.040508715,-4297473.805180821,3854218.1780209546,37.48584554046761,401.6614840887222,3.904805878177285,9.365301933139563,8,True,2
505.0,0.0,-2693896.5561217493,-4297478.192845101,3854209.100214975,-2693926.040508715,-4297473.805180821,3854218.1780209546,31.16066806049436,385.03525112458584,3.834144654018538,7.0777579471468925,7,True,2
506.0,0.0,-2693896.513068943,-4297479.983374204,3854212.1464093514,-2693926.040508715,-4297473.805180821,3854218.1780209546,30.763941742027434,386.30891312587033,2.729432641927685,3.879268318414688,7,True,2
507.0,0.0,-2693897.1202738495,-4297483.742437907,3854212.428733362,-2693926.040508715,-4297473.805180821,3854218.1780209546,31.115645114503494,389.8128259604058,3.382499025868518,7.2453297190368176,7,True,2
508.0,0.0,-2693899.346916573,-4297481.5291121015,3854214.809534488,-2693926.040508715,-4297473.805180821,3854218.1780209546,27.992028810796658,390.284019613567,3.195447108575276,5.34088085219264,7,True,2
509.0,0.0,-2693895.142716991,-4297487.79777872,3854208.7184768603,-2693926.040508715,-4297473.805180821,3854218.1780209546,35.21291387938667,391.33087981803396,2.8367533705064227,4.423060413450003,7,True,2
510.0,0.0,-2693899.7884933706,-4297485.009454879,3854216.80797774,-2693926.040508715,-4297473.805180821,3854218.1780209546,28.57588292989173,394.505128300821,2.330865466501564,3.9832704551517963,8,True,2
511.0,0.0,-2693899.3573585725,-4297496.026712117,3854219.3743241485,-2693926.040508715,-4297473.805180821,3854218.1780209546,34.74504419339605,400.30925922982465,1.975399253424257,3.2457701340317726,8,True,2
512.0,0.0,-2693895.5204237597,-4297486.626919617,3854210.749947685,-2693926.040508715,-4297473.805180821,3854218.1780209546,33.927110751411206,390.6104369441888,3.3570202961564064,6.259376239031553,8,True,2
513.0,0.0,-2693897.8974507544,-4297477.940996268,3854199.40111357,-2693926.040508715,-4297473.805180821,3854218.1780209546,34.08385147993671,377.76516791527155,3.0818502930924296,7.7434492483735085,8,True,2
514.0,0.0,-2693905.9528158167,-4297519.064666205,3854229.589369702,-2693926.040508715,-4297473.805180821,3854218.1780209546,50.81491221558111,416.6610415466206,6.276049990206957,11.05079859495163,8,True,2
515.0,0.0,-2693905.5123822046,-4297502.277429513,3854218.1614949508,-2693926.040508715,-4297473.805180821,3854218.1780209546,35.100900226569244,402.6339111410052,7.252481275703758,19.578752115368843,8,True,2
516.0,0.0,-2693899.770102353,-4297470.954991786,3854196.284916397,-2693926.040508715,-4297473.805180821,3854218.1780209546,34.315679435613596,375.9221721146039,3.451313016670091,6.454922452569008,7,True,2
517.0,0.0,-2693907.446756973,-4297499.309757177,3854214.3358546533,-2693926.040508715,-4297473.805180821,3854218.1780209546,31.795805711419483,400.1539445641144,8.488303033169359,20.22312416881323,8,True,2
518.0,0.0,-2693911.2783382307,-4297517.902352318,3854235.95910301,-2693926.040508715,-4297473.805180821,3854218.1780209546,49.7860330871566,424.2202666882632,10.333050168119371,24.964873265475035,8,True,2
519.0,0.0,-2693906.2777825636,-4297508.25291445,3854227.6072207433,-2693926.040508715,-4297473.805180821,3854218.1780209546,40.81815167053542,413.46788705688124,8.086342899594456,18.591284606605768,8,True,2
520.0,0.0,-2693902.764558632,-4297504.841773903,3854219.419426053,-2693926.040508715,-4297473.805180821,3854218.1780209546,38.81470145507116,411.2522487219792,6.073014413472265,13.25138071551919,8,True,2
521.0,0.0,-2693903.557363618,-4297513.590209872,3854237.791204876,-2693926.040508715,-4297473.805180821,3854218.1780209546,49.72944131624155,422.1827930815812,8.905727426987141,23.35877089947462,8,True,2
522.0,0.0,-2693906.558349494,-4297523.441265896,3854245.6267101024,-2693926.040508715,-4297473.805180821,3854218.1780209546,59.972710506151955,434.5285718388869,10.585248767398298,20.033830367028713,8,True,2
523.0,0.0,-2693902.2448762804,-4297528.396243315,3854251.271618589,-2693926.040508715,-4297473.805180821,3854218.1780209546,68.12930670145151,440.8785585491601,11.670452839229256,23.10272505134344,8,True,2
524.0,0.0,-2693894.4497774024,-4297473.311493657,3854207.3008683366,-2693926.040508715,-4297473.805180821,3854218.1780209546,33.414524999639525,386.5067505553291,1.2788580767810345,2.0583606474101543,7,True,2
525.0,0.0,-2693904.2528387443,-4297521.12179259,3854246.2942708535,-2693926.040508715,-4297473.805180821,3854218.1780209546,59.19533613794457,435.9152129578665,14.225411153398454,30.85935513675213,8,True,2
526.0,0.0,-2693895.48206329,-4297469.387481134,3854199.7564572985,-2693926.040508715,-4297473.805180821,3854218.1780209546,35.95397981908734,384.562207645682,0.8333135997610432,1.3667657971382141,7,True,2
527.0,0.0,-2693904.0170033695,-4297534.13779792,3854250.897598763,-2693926.040508715,-4297473.805180821,3854218.1780209546,72.08072034686859,445.6376991052349,14.043290411122143,22.620116144418716,8,True,2
528.0,0.0,-2693896.3736849185,-4297470.953019903,3854199.5021988126,-2693926.040508715,-4297473.805180821,3854218.1780209546,35.17160202139689,382.82145392287094,3.3417173496314456,7.001301608979702,7,True,2
