t,n_satellites,n_abnormal_20m,n_abnormal_50m,n_relative_abnormal,abnormal_fraction_20m,abnormal_fraction_50m,relative_abnormal_fraction,mean_abs_residual_m,median_abs_residual_m,max_abs_residual_m,mean_signed_residual_m,median_signed_residual_m,sign_consistency,multi_satellite_event,coordinated_event
37.0,7,0,0,0,0.0,0.0,0.0,4.137070681367602,3.94340643286705,7.360222399234772,-6.344131569286608e-17,1.0889700464904308,0.5714285714285714,False,False
38.0,7,0,0,0,0.0,0.0,0.0,2.1437431467430934,2.60393650084734,3.8306958712637424,-1.0643687201447198e-09,-0.7564722895622253,0.5714285714285714,False,False
39.0,7,0,0,0,0.0,0.0,0.0,2.4537593200802803,2.512502990663052,5.519090157002211,-1.0643685298207727e-09,0.5415497943758965,0.7142857142857143,False,False
40.0,7,0,0,1,0.0,0.0,0.14285714285714285,4.870778611728123,5.748814765363932,9.034979574382303,2.1287370596415454e-09,-0.6466292589902878,0.5714285714285714,False,False
41.0,8,0,0,4,0.0,0.0,0.5,9.956058646552265,8.623164530843496,17.974358096718788,9.313223525708736e-10,4.842877039685845,0.625,False,False
42.0,7,0,0,0,0.0,0.0,0.0,4.134386992348092,3.610929723829031,6.998879011720419,-5.32184328351702e-10,-0.3276112787425518,0.5714285714285714,False,False
43.0,7,0,0,0,0.0,0.0,0.0,5.900321024336985,6.339171357452869,9.657815724611282,-5.32184328351702e-10,-1.1916493400931358,0.5714285714285714,False,False
44.0,7,0,0,1,0.0,0.0,0.14285714285714285,4.4469609414892535,5.295850940048695,8.279493398964405,-5.32184328351702e-10,-0.6627454794943333,0.5714285714285714,False,False
45.0,7,0,0,0,0.0,0.0,0.0,3.150302234504904,2.671771213412285,6.540147043764591,4.257474626813616e-09,0.7503157965838909,0.5714285714285714,False,False
46.0,7,0,0,1,0.0,0.0,0.14285714285714285,5.958822643118245,5.931004613637924,10.624606922268867,2.128737313406808e-09,-2.258563607931137,0.5714285714285714,False,False
47.0,7,0,0,0,0.0,0.0,0.0,3.8273187689483166,2.854039669036865,6.888467948883772,-2.66092164175851e-09,-0.9513713978230952,0.5714285714285714,False,False
48.0,7,0,0,2,0.0,0.0,0.2857142857142857,5.555398367345333,3.055891200900078,12.013625912368298,2.128737313406808e-09,-1.5881256647408009,0.5714285714285714,False,False
49.0,7,0,0,0,0.0,0.0,0.0,2.608998656272888,1.987877514213324,5.977044273167849,2.1287373768481236e-09,0.4711317382752895,0.5714285714285714,False,False
50.0,7,0,0,2,0.0,0.0,0.2857142857142857,6.348197584173509,5.865672133862972,13.314290218055248,1.596552985055106e-09,-2.1243047043681145,0.5714285714285714,False,False
51.0,7,0,0,2,0.0,0.0,0.2857142857142857,7.35799592094762,8.120880231261253,13.86181441321969,1.0643684029381412e-09,-0.338482741266489,0.5714285714285714,False,False
52.0,7,0,0,1,0.0,0.0,0.14285714285714285,5.256929900497198,4.237409126013517,12.516258038580418,-1.596552985055106e-09,2.324054580181837,0.5714285714285714,False,False
53.0,7,0,0,1,0.0,0.0,0.14285714285714285,5.204364126282079,4.173914451152086,9.017255812883375,2.1287370596415454e-09,2.142725959420204,0.5714285714285714,False,False
54.0,7,0,0,1,0.0,0.0,0.14285714285714285,5.697725724428892,6.430255454033613,11.906935345381498,3.725290298461914e-09,1.5539372116327286,0.5714285714285714,False,False
55.0,7,0,0,0,0.0,0.0,0.0,5.114581917013441,6.8763141594827175,8.032660588622093,1.0643687835860354e-09,1.1133007891476154,0.5714285714285714,False,False
56.0,7,0,0,0,0.0,0.0,0.0,6.863594351602452,8.114491321146488,11.228354286402464,5.32184328351702e-10,2.387650154531002,0.5714285714285714,False,False
57.0,7,0,0,0,0.0,0.0,0.0,6.087006894073316,6.463838804513216,10.96046382561326,5.32184328351702e-10,2.9034031368792057,0.5714285714285714,False,False
58.0,7,0,0,0,0.0,0.0,0.0,4.502053879201412,4.57872636243701,8.720581747591496,0.0,-0.2596382685005665,0.7142857142857143,False,False
59.0,7,0,0,0,0.0,0.0,0.0,2.6010870949498246,2.6564925722777843,4.25001048669219,-5.32184328351702e-10,0.114954300224781,0.5714285714285714,False,False
60.0,7,0,0,0,0.0,0.0,0.0,2.895764979932989,3.873969927430153,4.448639798909426,2.128737313406808e-09,0.6989562921226025,0.5714285714285714,False,False
61.0,7,0,0,0,0.0,0.0,0.0,2.6974910678608075,2.834498807787895,5.506439197808504,2.128737313406808e-09,-1.0924463793635368,0.5714285714285714,False,False
62.0,7,0,0,0,0.0,0.0,0.0,3.1885902855013097,2.9226295724511147,5.642711006104946,5.32184328351702e-10,1.7557037509977818,0.5714285714285714,False,False
63.0,7,0,0,2,0.0,0.0,0.2857142857142857,5.932738571826901,4.690162181854248,11.495109055191278,2.6609218955237726e-09,-0.6763122156262398,0.5714285714285714,False,False
64.0,7,0,0,0,0.0,0.0,0.0,3.8388847964150563,2.787207841873169,7.063604936003685,-2.128737313406808e-09,-1.89616384729743,0.5714285714285714,False,False
65.0,7,0,0,0,0.0,0.0,0.0,3.4524910396763255,3.2230983525514603,6.716459859162569,-3.193105970110212e-09,2.318923484534025,0.5714285714285714,False,False
66.0,7,0,0,0,0.0,0.0,0.0,3.939194954931736,3.607098184525967,7.462640725076199,-2.128737123082861e-09,2.3097694739699364,0.7142857142857143,False,False
67.0,7,0,0,1,0.0,0.0,0.14285714285714285,5.4882756013955385,4.861658740788698,9.38333696126938,1.0643691642339296e-09,0.2816094234585762,0.5714285714285714,False,False
68.0,7,0,0,0,0.0,0.0,0.0,3.408598237804004,3.955420728772879,7.10071412846446,0.0,1.6414423771202564,0.5714285714285714,False,False
69.0,7,0,0,0,0.0,0.0,0.0,4.509929791092873,3.753191750496626,9.896848909556866,-1.064368656703404e-09,1.8722620457410808,0.7142857142857143,False,False
70.0,7,0,0,0,0.0,0.0,0.0,0.9396035671234131,0.8046163581311703,2.008375119417906,-1.1895246692412391e-17,0.2432838976383209,0.5714285714285714,False,False
71.0,8,4,0,5,0.5,0.0,0.625,17.726449471898377,18.265006748959422,38.63173659518361,2.7939686120248552e-09,-4.53375792875886,0.625,True,False
72.0,7,0,0,0,0.0,0.0,0.0,1.211482618536268,1.0441689752042294,2.1294484324753284,-2.128737313406808e-09,0.4391629099845886,0.5714285714285714,False,False
73.0,8,3,0,6,0.375,0.0,0.75,17.60279756085947,17.498525463044643,29.04600283876061,-1.3969838619232178e-09,-6.3424925319850445,0.625,False,False
74.0,8,2,0,6,0.25,0.0,0.75,13.3698656167835,14.579479893669486,21.662741258740425,0.0,2.374652847647667,0.5,False,False
75.0,8,3,0,6,0.375,0.0,0.75,17.1286407886073,18.514309734106064,27.92391398176551,2.7939672797572257e-09,-0.1589199248701334,0.5,False,False
76.0,8,2,0,6,0.25,0.0,0.75,15.834403925109655,17.336774852126837,25.730233311653137,1.3969838619232178e-09,2.8518729023635387,0.5,False,False
77.0,7,0,0,0,0.0,0.0,0.0,4.363789241760969,4.315787125378847,8.23308914154768,2.66092164175851e-09,-0.4949590004980564,0.5714285714285714,False,False
78.0,8,3,0,6,0.375,0.0,0.75,17.97905339160934,18.66690718755126,31.087772589176893,-1.3969838619232178e-09,-1.3743019364774232,0.5,False,False
79.0,8,3,0,5,0.375,0.0,0.625,14.944181779865175,12.883452244102955,28.35449967905879,4.656612873077393e-10,7.107982117682695,0.625,False,False
80.0,8,0,0,5,0.0,0.0,0.625,11.437727206852287,12.422209395095706,18.05545051768422,1.3969838619232178e-09,4.291435541585088,0.625,False,False
81.0,8,4,0,6,0.5,0.0,0.75,17.130955674219877,19.487414905801415,29.54899287596345,2.328307324717116e-09,2.4498034548014402,0.625,True,False
82.0,7,0,0,0,0.0,0.0,0.0,4.882882799421038,5.159791607409716,9.613931875675917,-1.064368656703404e-09,0.855373028665781,0.5714285714285714,False,False
83.0,8,0,0,4,0.0,0.0,0.5,9.416762649081647,9.530319150537252,18.606412295252085,0.0,2.1075144447386265,0.625,False,False
84.0,8,1,0,4,0.125,0.0,0.5,10.756392651237547,9.796339709311724,21.43382889777422,0.0,3.1397551521658897,0.625,False,False
85.0,7,0,0,0,0.0,0.0,0.0,2.770643529615232,2.67984240502119,5.508497700095177,5.32184328351702e-10,0.361867930740118,0.5714285714285714,False,False
86.0,8,2,0,5,0.25,0.0,0.625,12.911986351944506,13.419211205095053,26.213672269135717,-1.8626460374093767e-09,-2.818746145814657,0.625,False,False
87.0,7,0,0,0,0.0,0.0,0.0,2.157706942409277,2.201328083872795,4.484790321439505,-1.596552985055106e-09,-0.5070203132927418,0.5714285714285714,False,False
88.0,7,0,0,0,0.0,0.0,0.0,2.659243644880397,1.7226428799331188,5.301756173372269,-3.725290330182572e-09,0.8423333838582039,0.5714285714285714,False,False
89.0,7,0,0,0,0.0,0.0,0.0,2.816519566412483,2.108463834971189,6.459393825381994,2.6609217051998257e-09,-0.4677211605012417,0.5714285714285714,False,False
90.0,7,0,0,0,0.0,0.0,0.0,4.7570344513016085,5.047251749783754,6.691823102533817,1.596552985055106e-09,-1.7684665583074093,0.5714285714285714,False,False
91.0,7,0,0,0,0.0,0.0,0.0,2.6786433814891746,2.885900549590588,3.691997665911913,5.32184328351702e-10,-1.0955511257052422,0.5714285714285714,False,False
92.0,7,0,0,0,0.0,0.0,0.0,2.742760914244822,2.713141404092312,6.197688918560743,-1.596552985055106e-09,-0.0581659376621246,0.5714285714285714,False,False
93.0,7,0,0,0,0.0,0.0,0.0,1.5109645117606436,1.5220477990806105,2.8464175797998905,1.0643687201447198e-09,-0.1844980344176292,0.5714285714285714,False,False
94.0,7,0,0,1,0.0,0.0,0.14285714285714285,6.109807896826949,5.077394101768732,13.699078503996134,1.0643685932620883e-09,1.0535510703921318,0.5714285714285714,False,False
95.0,7,0,0,0,0.0,0.0,0.0,4.365295255290611,3.4200491718947887,9.757859259843826,2.660921610037852e-09,-0.4611195623874664,0.5714285714285714,False,False
96.0,7,0,0,0,0.0,0.0,0.0,4.062303892203739,3.397202506661415,9.022927194833755,3.193105970110212e-09,0.8672166876494884,0.5714285714285714,False,False
97.0,7,0,0,1,0.0,0.0,0.14285714285714285,6.841235236397812,5.932950019836426,14.62669950351119,-1.064368656703404e-09,1.684168092906475,0.5714285714285714,False,False
98.0,7,0,0,2,0.0,0.0,0.2857142857142857,7.559908368757793,5.496192187070847,17.063279323279858,1.0643684029381412e-09,1.569607075303793,0.5714285714285714,False,False
99.0,7,1,0,3,0.14285714285714285,0.0,0.42857142857142855,9.903561843825239,6.73340230435133,22.56847857683897,-2.66092164175851e-09,2.12354002520442,0.5714285714285714,False,False
100.0,7,2,0,3,0.2857142857142857,0.0,0.42857142857142855,11.336691954838377,7.83246872574091,26.07274509966373,-5.321838208211765e-10,-2.832310989499092,0.5714285714285714,False,False
101.0,7,2,0,4,0.2857142857142857,0.0,0.5714285714285714,12.378133325172323,10.086288157850504,28.167904619127512,-5.32184843812392e-10,0.3610391020774841,0.5714285714285714,False,False
102.0,7,0,0,0,0.0,0.0,0.0,5.045326540512698,3.842470578849316,10.98581863567233,1.0643685932620883e-09,0.1583229750394821,0.5714285714285714,False,False
103.0,7,0,0,0,0.0,0.0,0.0,4.454130703849452,2.6839218586683278,9.23502928763628,1.0643685932620883e-09,1.488229289650917,0.5714285714285714,False,False
104.0,7,0,0,0,0.0,0.0,0.0,3.135534061917237,2.474538736045361,6.669822581112385,-4.257474753696247e-09,-0.9171737022697926,0.5714285714285714,False,False
105.0,7,0,0,0,0.0,0.0,0.0,2.0218113719352653,1.962397713214159,4.4685211926698685,5.32184328351702e-10,1.2017831578850746,0.5714285714285714,False,False
106.0,7,0,0,0,0.0,0.0,0.0,2.2975219754236087,1.894099656492472,4.03866071626544,-2.128737345127466e-09,0.9302411675453186,0.5714285714285714,False,False
107.0,7,0,0,0,0.0,0.0,0.0,5.449144317635468,3.532015766948461,11.274073842912912,3.193106223875475e-09,1.508920669555664,0.5714285714285714,False,False
108.0,7,0,0,0,0.0,0.0,0.0,3.105895813022341,2.0605720840394497,6.046841826289892,-1.2688263138573217e-16,1.1547509916126728,0.5714285714285714,False,False
109.0,7,0,0,0,0.0,0.0,0.0,1.4499626840863908,0.9671276807785034,2.997105430811644,-1.0643685932620883e-09,0.4212376251816749,0.5714285714285714,False,False
110.0,7,0,0,0,0.0,0.0,0.0,2.7749949416943958,2.1516559086740017,5.386860191822052,-1.064368656703404e-09,-0.6212548352777958,0.7142857142857143,False,False
111.0,7,0,0,0,0.0,0.0,0.0,3.4914089840437685,2.930361971259117,6.713046297430992,1.596552985055106e-09,0.297910675406456,0.5714285714285714,False,False
112.0,7,0,0,0,0.0,0.0,0.0,2.3721930224980627,2.799813818186521,4.206913474947214,2.128737313406808e-09,-0.1743047386407852,0.5714285714285714,False,False
113.0,7,0,0,0,0.0,0.0,0.0,4.540525952620166,4.180711984634399,8.603921383619308,1.064368656703404e-09,-1.3279326222836971,0.7142857142857143,False,False
114.0,7,0,0,0,0.0,0.0,0.0,4.829195536673069,5.732308894395828,8.088820394128561,1.064368656703404e-09,-1.755661953240633,0.5714285714285714,False,False
115.0,7,0,0,0,0.0,0.0,0.0,3.9236078837088177,3.459525845944881,7.009339760988951,1.0643687201447198e-09,0.9560089074075222,0.5714285714285714,False,False
116.0,7,0,0,0,0.0,0.0,0.0,4.027846070804766,3.5288825407624245,7.1665627881884575,5.32184328351702e-10,1.4371731132268906,0.5714285714285714,False,False
117.0,7,0,0,0,0.0,0.0,0.0,1.597631479480437,1.871082488447428,2.802945509552956,5.321843917930177e-10,0.1292837262153625,0.5714285714285714,False,False
118.0,7,0,0,0,0.0,0.0,0.0,3.2805566042661667,3.3289617970585823,8.152986325323582,-2.1287371865241766e-09,0.996477209031582,0.7142857142857143,False,False
119.0,7,0,0,0,0.0,0.0,0.0,4.803468186940465,5.125039644539356,10.424889102578163,-1.064368656703404e-09,2.920007642358541,0.5714285714285714,False,False
120.0,7,0,0,1,0.0,0.0,0.14285714285714285,4.8476004510053565,4.445082288235426,12.23348381742835,5.32184328351702e-10,1.8942037373781204,0.5714285714285714,False,False
121.0,7,0,0,0,0.0,0.0,0.0,4.306570962603603,4.805106922984123,10.00396641343832,1.596552985055106e-09,1.2876408621668816,0.7142857142857143,False,False
122.0,7,0,0,0,0.0,0.0,0.0,2.2569571754762103,3.007844429463148,3.881837129592896,2.1287372499654923e-09,0.3179497271776199,0.5714285714285714,False,False
123.0,7,0,0,0,0.0,0.0,0.0,2.5712540623332774,2.014672815799713,6.31811960414052,-2.66092164175851e-09,-0.3044739626348018,0.5714285714285714,False,False
124.0,7,0,0,0,0.0,0.0,0.0,1.1849242922450816,0.8190090209245682,2.2347343005239964,5.32184328351702e-10,0.4357184134423733,0.5714285714285714,False,False
125.0,7,0,0,0,0.0,0.0,0.0,1.1913982267890657,1.117483913898468,1.961645983159542,0.0,-0.0073025710880756,0.5714285714285714,False,False
126.0,8,5,2,6,0.625,0.25,0.75,28.938968637026846,29.587038584053516,54.718352764844894,1.862645149230957e-09,7.1611407995224,0.625,True,False
127.0,7,0,0,0,0.0,0.0,0.0,1.3478882036038808,1.3478523455560207,2.366907447576523,-1.064368656703404e-09,-0.4986771233379841,0.5714285714285714,False,False
128.0,7,0,0,0,0.0,0.0,0.0,2.126081399087395,1.894187357276678,3.4828571788966656,-3.7252902350205984e-09,0.8711502589285374,0.5714285714285714,False,False
129.0,7,0,0,0,0.0,0.0,0.0,1.0518351649599416,0.8351376838982105,2.3935556821525097,1.5965529691947771e-09,0.1994401663541793,0.5714285714285714,False,False
130.0,7,0,0,0,0.0,0.0,0.0,1.4772120134106703,1.547605749219656,2.964733015745878,2.66092164175851e-09,0.7108995281159878,0.5714285714285714,False,False
131.0,7,0,0,0,0.0,0.0,0.0,1.79525433161429,1.8071126490831373,3.4361897446215157,1.2688263138573217e-16,-0.3899668790400028,0.5714285714285714,False,False
132.0,7,0,0,0,0.0,0.0,0.0,2.5449466684034894,2.110004436224699,4.785061851143837,-1.0643686884240618e-09,0.1691064499318599,0.5714285714285714,False,False
133.0,8,6,3,6,0.75,0.375,0.75,41.75804688502103,41.83500242419541,77.5081123560667,1.862645149230957e-09,12.84559347294271,0.625,True,False
134.0,8,0,0,3,0.0,0.0,0.375,9.095238809939474,10.574776513502002,13.736570719629526,4.6566106526313433e-10,2.486931174993515,0.625,False,False
135.0,7,0,0,0,0.0,0.0,0.0,4.321297914321933,4.440005380660296,7.801449194550514,-1.5965528581724747e-09,1.1061649210751057,0.5714285714285714,False,False
136.0,7,0,0,0,0.0,0.0,0.0,3.5464355583701814,2.3489676862955093,8.409230072051287,0.0,1.9334295876324177,0.5714285714285714,False,False
137.0,8,5,1,5,0.625,0.125,0.625,26.701218551956117,28.125143941491842,50.06506375595927,-2.7939703883816946e-09,4.586945164948702,0.5,True,False
138.0,7,0,0,1,0.0,0.0,0.14285714285714285,5.367616293153593,3.762486647814512,12.48962888494134,-1.596552985055106e-09,3.3559099063277245,0.5714285714285714,False,False
139.0,7,0,0,0,0.0,0.0,0.0,4.451675061668668,4.090218231081963,9.572078946977854,1.064368656703404e-09,1.0911595560610294,0.5714285714285714,False,False
140.0,7,0,0,1,0.0,0.0,0.14285714285714285,5.169735941503729,4.6167973428964615,12.71815386787057,2.12873729952902e-09,0.0313163734972476,0.5714285714285714,False,False
141.0,7,0,0,0,0.0,0.0,0.0,4.334852909935372,5.544874984771013,9.01767685264349,3.725290266741256e-09,1.9337312802672384,0.5714285714285714,False,False
142.0,7,0,0,0,0.0,0.0,0.0,4.224423603287765,3.9682592526078224,9.526559755206108,-3.193105970110212e-09,1.59549143537879,0.5714285714285714,False,False
143.0,7,0,0,0,0.0,0.0,0.0,2.9719094692596366,3.2702130302786827,6.763485677540302,5.321843917930177e-10,-0.3857983611524105,0.5714285714285714,False,False
144.0,7,0,0,0,0.0,0.0,0.0,3.792393784970045,2.9630736894905567,8.672529347240925,1.5965530484964218e-09,2.0766981169581413,0.5714285714285714,False,False
145.0,7,0,0,1,0.0,0.0,0.14285714285714285,5.233615952943053,5.270641345530748,12.93980160728097,-3.1931059582149655e-09,0.5648611970245838,0.5714285714285714,False,False
146.0,7,0,0,0,0.0,0.0,0.0,3.9586435050836632,3.8971872366964817,6.970251578837633,-5.32184328351702e-10,-1.058112408965826,0.7142857142857143,False,False
147.0,7,0,0,0,0.0,0.0,0.0,2.5442697485642776,2.4092719070613384,5.637452736496925,1.596552985055106e-09,0.8054330758750439,0.5714285714285714,False,False
148.0,7,0,0,0,0.0,0.0,0.0,1.9107766641037804,1.849897764623165,3.9622171372175217,2.128737345127466e-09,-1.1922478564083576,0.5714285714285714,False,False
149.0,8,5,2,5,0.625,0.25,0.625,28.631849677767605,28.30625034123659,54.14393131434917,-3.2596298993325945e-09,6.681172050535678,0.625,True,False
150.0,7,0,0,1,0.0,0.0,0.14285714285714285,5.633118235106979,4.592127420008183,10.715472344309092,-5.321844552343334e-10,-3.17112684994936,0.7142857142857143,False,False
151.0,7,0,0,0,0.0,0.0,0.0,5.831476560660771,5.738432336598635,10.450619533658028,0.0,0.2446404471993446,0.5714285714285714,False,False
152.0,7,1,0,4,0.14285714285714285,0.0,0.5714285714285714,11.252893281834465,10.205471012741327,20.343053001910448,-1.064368656703404e-09,-8.01325986534357,0.5714285714285714,False,False
153.0,7,0,0,1,0.0,0.0,0.14285714285714285,6.009063800530774,5.841552719473839,10.871121179312468,1.064368656703404e-09,-1.6909472085535526,0.5714285714285714,False,False
154.0,7,0,0,3,0.0,0.0,0.42857142857142855,7.446661330759525,7.67512097582221,13.150486532598734,1.0643684029381412e-09,-0.4328108765184879,0.5714285714285714,False,False
155.0,7,0,0,0,0.0,0.0,0.0,4.8311844537300725,4.4750050380826,8.374080576002598,-5.32184328351702e-10,-3.067269265651703,0.5714285714285714,False,False
156.0,7,0,0,0,0.0,0.0,0.0,2.925798775894301,2.3375290855765343,6.892055973410606,3.193105970110212e-09,-0.0680354572832584,0.5714285714285714,False,False
157.0,7,0,0,0,0.0,0.0,0.0,2.5726466679147313,2.6415187530219555,5.959254797548056,0.0,1.0706455819308758,0.5714285714285714,False,False
158.0,7,0,0,0,0.0,0.0,0.0,3.5267825233084813,2.7175864800810814,6.945781264454126,-3.193105970110212e-09,-0.7490287721157074,0.5714285714285714,False,False
159.0,7,0,0,0,0.0,0.0,0.0,3.25034665156688,3.267603654414416,6.701750677078962,-5.32184328351702e-10,1.021252952516079,0.5714285714285714,False,False
160.0,7,0,0,0,0.0,0.0,0.0,3.3738960730178014,3.3648950308561325,7.40101708099246,-1.0643687835860354e-09,0.8537173196673393,0.7142857142857143,False,False
161.0,7,0,0,0,0.0,0.0,0.0,4.322620940527746,2.9801929965615277,9.944369278848171,-5.32184328351702e-10,0.5119559280574322,0.5714285714285714,False,False
162.0,7,0,0,0,0.0,0.0,0.0,2.094536050621952,1.9822468422353268,3.552369851619005,-1.596552985055106e-09,-0.3205514885485172,0.5714285714285714,False,False
163.0,7,0,0,0,0.0,0.0,0.0,3.7294272977326597,2.266891323029995,8.530181258916855,-5.321842649103863e-10,-0.6184109896421432,0.5714285714285714,False,False
