t,solved_x,solved_y,solved_z,clock_bias_m,n_satellites_used,converged,mean_abs_residual_m,confidence,kalman_x,kalman_y,kalman_z,raw_x,raw_y,raw_z,raw_error_m,kalman_error_m
14640.0,1137297.168450507,5162901.647091412,3562428.602596746,9.582726380591236,6,True,0.4961626927057902,0.9999227506700229,1137298.1593403188,5162894.348982805,3562429.8004115545,1137297.168450507,5162901.647091412,3562428.602596746,11.711222942436612,4.412895694388052
14670.0,1137301.5367161701,5162900.89313874,3562433.275576508,12.203883456288837,6,True,1.0258373580873013,0.9999466768061409,1137299.0787183256,5162896.130411141,3562430.746409385,1137301.5367161701,5162900.89313874,3562433.275576508,10.89608767726527,5.775341785415472
14700.0,1137304.7106753374,5162908.544429172,3562430.1733686635,19.257738498375076,6,True,0.3978095017373562,0.9999583641080718,1137300.6164369998,5162899.519866584,3562430.5899494872,1137304.7106753374,5162908.544429172,3562430.1733686635,19.14706812529412,9.348558701456941
14730.0,1137294.9983627999,5162882.521047483,3562430.626019577,-5.4230208369496,6,True,0.6133280334373316,0.9999686357011579,1137299.0792863113,5162894.868851743,3562430.5998185566,1137294.9983627999,5162882.521047483,3562430.626019577,8.830657205226407,4.595263188144283
14760.0,1137301.6419242518,5162895.790137893,3562431.0945576984,6.18110859764336,6,True,0.35728128626942635,0.9999805277263514,1137299.7821182054,5162895.121524693,3562430.7355062566,1137301.6419242518,5162895.790137893,3562431.0945576984,6.184695944124498,4.928574702827785
14790.0,1137296.8280813273,5162888.001398786,3562434.536664567,0.5821503212533259,6,True,1.5112548905114334,0.9999529872276327,1137298.9793166379,5162893.186529134,3562431.768525131,1137296.8280813273,5162888.001398786,3562434.536664567,3.9996630732212446,2.723453770379606
14820.0,1137297.7878959386,5162887.885992391,3562434.2579381666,-0.3760941751862001,6,True,0.3455754617849986,0.9999815930231937,1137298.6525565174,5162891.732799124,3562432.451273806,1137297.7878959386,5162887.885992391,3562434.2579381666,3.5833380550296505,1.340259355428622
14850.0,1137299.7620431376,5162889.318413434,3562432.736263989,1.5756451934678584,6,True,0.23928862065076828,0.9999823455586481,1137298.9565634318,5162891.0712409485,3562432.529363063,1137299.7620431376,5162889.318413434,3562432.736263989,1.8809369037642796,0.9235192119749063
14880.0,1137295.1223466368,5162885.241777399,3562429.8560630754,-3.8548399640109716,6,True,1.3314128244916599,0.9999365253077968,1137297.9203769537,5162889.495844557,3562431.8069111393,1137295.1223466368,5162885.241777399,3562429.8560630754,6.609557910307148,1.1907853463184668
14910.0,1137294.7637061186,5162885.003745116,3562429.5996163813,-3.6139233982684065,6,True,0.7402181973059972,0.9999566764809706,1137297.0604027556,5162888.272058545,3562431.2055761763,1137294.7637061186,5162885.003745116,3562429.5996163813,7.06821401006621,2.7751900743228246
14940.0,1137296.701421971,5162893.040932545,3562430.891830948,4.235953550090249,6,True,1.3583970069885254,0.9999558713980269,1137296.962622188,5162889.571022798,3562431.1201170436,1137296.701421971,5162893.040932545,3562430.891830948,3.3034262283258458,2.0059788919405377
14970.0,1137301.0042821,5162894.103948014,3562426.1001002784,4.097585602840998,6,True,0.9626077252129713,0.9999633066555488,1137298.0659430365,5162890.808452716,3562429.7497174363,1137301.0042821,5162894.103948014,3562426.1001002784,7.280536329676182,2.2525906534710165
15000.0,1137296.9527024734,5162891.951154493,3562431.113496474,2.613457643985901,6,True,0.7670370961229006,0.9999692138632802,1137297.7616429152,5162891.120805949,3562430.1225013076,1137296.9527024734,5162891.951154493,3562431.113496474,2.3010601670178557,2.063866769823621
15030.0,1137302.4545081174,5162893.408281259,3562433.3637172235,5.265004538128032,6,True,0.3649493642151356,0.999968121429591,1137299.043325651,5162891.745545311,3562431.007719677,1137302.4545081174,5162893.408281259,3562433.3637172235,5.078507425850591,1.6259549411721612
15060.0,1137297.2388439367,5162886.586048533,3562432.301780408,-1.4645349636500864,6,True,0.7943827050427595,0.9999682588450522,1137298.5505884273,5162890.336677547,3562431.361079806,1137297.2388439367,5162886.586048533,3562432.301780408,4.145290635457235,0.5925314038299401
15090.0,1137296.0522217227,5162881.426544463,3562435.455754619,-5.335959550811781,6,True,0.93367775157094,0.9999614843358615,1137297.8697894756,5162887.908687592,3562432.4768688995,1137296.0522217227,5162881.426544463,3562435.455754619,10.05096281786051,2.7356626254407517
15120.0,1137299.4214723643,5162891.249962224,3562435.4541242793,2.864425491308444,6,True,0.3572624747951825,0.9999761925441821,1137298.2945469685,5162888.823327719,3562433.29186244,1137299.4214723643,5162891.249962224,3562435.4541242793,3.708044957870746,2.1768413435678315
15150.0,1137300.7548104113,5162895.136527614,3562429.4695898774,5.785940439869056,6,True,0.30034085487325984,0.9999801812475702,1137298.968340977,5162890.552328032,3562432.245054075,1137300.7548104113,5162895.136527614,3562429.4695898774,5.693075660290391,0.5311711781377624
15180.0,1137301.1303396334,5162894.946447635,3562434.088451953,6.3806548091157715,6,True,0.8533957389493784,0.9999670752767222,1137299.557876857,5162891.750520806,3562432.7477135872,1137301.1303396334,5162894.946447635,3562434.088451953,5.576287006396763,1.8038629567187654
15210.0,1137295.6262137098,5162884.120298784,3562431.680329068,-4.075166056697682,6,True,0.35213782886664075,0.9999800887328129,1137298.4812903372,5162889.661177476,3562432.455437331,1137295.6262137098,5162884.120298784,3562431.680329068,7.022297183617486,0.9944148724807367
15240.0,1137292.6270601652,5162884.012511095,3562434.6273193746,-3.6083135156152846,6,True,1.016463549186786,0.9999556546286329,1137296.8902954536,5162888.1260483395,3562433.045686282,1137292.6270601652,5162884.012511095,3562434.6273193746,9.187488576422576,3.1030507276689616
15270.0,1137294.8395724066,5162881.2280094465,3562433.9828652563,-4.8313110199345015,6,True,0.747762901087602,0.9999573472179945,1137296.3320752168,5162886.248357,3562433.3007925334,1137294.8395724066,5162881.2280094465,3562433.9828652563,10.196127188867274,4.987276375662862
15300.0,1137298.962658741,5162889.741524411,3562431.038894473,1.8057174420527562,6,True,0.7810463731487592,0.9999750915946877,1137297.052157557,5162887.204558596,3562432.681632247,1137298.962658741,5162889.741524411,3562431.038894473,1.2445637277104016,3.6972491285161175
15330.0,1137296.0101255334,5162885.483265633,3562430.094888094,-3.346202478620727,6,True,0.3928249155481656,0.9999731894126683,1137296.7672863372,5162886.733990692,3562431.974466876,1137296.0101255334,5162885.483265633,3562430.094888094,5.9146734896970585,4.16689170069243
15360.0,1137297.2087008127,5162887.743706394,3562430.74567332,-1.3429971199802055,6,True,1.6752216580013435,0.9999597360578059,1137296.8874601454,5162887.008882857,3562431.6399314012,1137297.2087008127,5162887.743706394,3562430.74567332,3.286017558199941,3.87761535529505
15390.0,1137297.993834705,5162884.742606912,3562426.900925472,-1.8002826876761506,6,True,0.6282303308447202,0.9999654782718524,1137297.189350738,5162886.390496089,3562430.3468238404,1137297.993834705,5162884.742606912,3562426.900925472,7.666377363210767,4.610042247909107
15420.0,1137296.5809511072,5162891.478233322,3562431.616417058,2.710096938137534,6,True,0.46848603213826817,0.9999767833099149,1137297.0227995734,5162887.783278922,3562430.694378668,1137296.5809511072,5162891.478233322,3562431.616417058,2.2140046789151153,3.3520332739742513
15450.0,1137296.2431342474,5162887.632248013,3562426.190210562,-2.1410223374722737,6,True,0.5799036162594954,0.9999719514454256,1137296.8097981652,5162887.742017889,3562429.4638581905,1137296.2431342474,5162887.632248013,3562426.190210562,6.817344521732129,4.087792632644509
15480.0,1137304.0838712156,5162891.022989731,3562429.980018918,2.670066372571819,6,True,0.3746553262074788,0.9999338315922995,1137298.775281425,5162888.628549436,3562429.603326857,1137304.0838712156,5162891.022989731,3562429.980018918,5.89618902437956,2.9965566841010185
15510.0,1137299.1740850867,5162896.280727994,3562430.218948411,6.100719488999732,6,True,0.18529376139243445,0.9999809019998501,1137298.8847388057,5162890.7287995145,3562429.772293016,1137299.1740850867,5162896.280727994,3562430.218948411,6.058601574532176,2.195888927346509
15540.0,1137304.623504476,5162902.84702512,3562427.7347520525,13.358508475712638,6,True,0.7745712399482727,0.9999504298710437,1137300.4436742743,5162894.020715023,3562429.2187950932,1137304.623504476,5162902.84702512,3562427.7347520525,14.385315743701556,4.83048610965609
15570.0,1137303.052849017,5162897.086806198,3562430.5686953347,7.408010604621636,6,True,1.158065177500248,0.999962148863806,1137301.1555004062,5162894.857195534,3562429.5870702616,1137303.052849017,5162897.086806198,3562430.5686953347,8.095151823748887,5.591847903131395
15600.0,1137299.1623559997,5162899.293060798,3562433.310220563,9.820184098099888,6,True,1.1322632009784381,0.9999593115971593,1137300.6122778289,5162896.066170736,3562430.601798194,1137299.1623559997,5162899.293060798,3562433.310220563,8.919305662524216,6.082065396521682
15630.0,1137297.662786815,5162874.689453599,3562430.5593182426,-11.802824883121096,6,True,0.30672508105635643,0.9998537876694549,1137299.832239447,5162890.412768244,3562430.590563716,1137297.662786815,5162874.689453599,3562430.5593182426,15.897219129404162,1.8605983231269334
15660.0,1137289.5806624752,5162881.393628395,3562431.5125283515,-6.701050330977986,6,True,1.2974604032933712,0.999816253468708,1137297.1336955486,5162888.038641329,3562430.833254382,1137289.5806624752,5162881.393628395,3562431.5125283515,12.786353789877102,3.0435912749075604
15690.0,1137295.784248417,5162894.199183959,3562428.2667062655,4.677088554116694,6,True,0.17156379918257395,0.9999627332606339,1137296.7614223948,5162889.738155582,3562430.125218521,1137295.784248417,5162894.199183959,3562428.2667062655,5.890215940963469,2.6491364120271372
15720.0,1137297.431510089,5162885.794050195,3562428.5497391676,-1.640673185066953,6,True,0.7180844458440939,0.9999701132841899,1137296.9456785524,5162888.653632303,3562429.6920039216,1137297.431510089,5162885.794050195,3562428.5497391676,5.902161065639595,3.3138145014087117
15750.0,1137301.8617942114,5162896.224596476,3562431.928324089,6.601661158584558,6,True,1.0839339991410573,0.9999710943165425,1137298.2934499544,5162890.729240304,3562430.3050994175,1137301.8617942114,5162896.224596476,3562431.928324089,6.614114814315356,1.6593205068049353
15780.0,1137295.976908081,5162892.057775267,3562430.045208158,1.8887029049589024,6,True,1.1352721105019252,0.9999558132804446,1137297.662269053,5162891.09122206,3562430.2342876606,1137295.976908081,5162892.057775267,3562430.045208158,3.543657138496652,1.999405491283177
15810.0,1137297.921751148,5162892.060708935,3562430.5700131063,4.259769365837367,6,True,0.40284130349755287,0.9999819129556133,1137297.7334965514,5162891.35734495,3562430.32644386,1137297.921751148,5162892.060708935,3562430.5700131063,2.159235384363876,1.9892305554342442
15840.0,1137292.9585968817,5162874.477657483,3562432.490782996,-11.790434725068591,6,True,0.6107073662181696,0.99995656769407,1137296.4342968152,5162886.764560384,3562430.915337665,1137292.9585968817,5162874.477657483,3562432.490782996,16.979965556534708,4.410724309917432
15870.0,1137301.1317175732,5162889.9443770405,3562429.6230263542,1.2162113579895844,6,True,0.5262542515993118,0.9999584712516151,1137297.7139336674,5162887.630782676,3562430.563295712,1137301.1317175732,5162889.9443770405,3562429.6230263542,3.511510345240451,3.2871350010311984
15900.0,1137294.506519395,5162887.218824363,3562436.883085204,1.2428750335851317,6,True,1.0840652311841648,0.9999441806901733,1137296.843568849,5162887.518993555,3562432.2782355254,1137294.506519395,5162887.218824363,3562436.883085204,7.1847190326273065,3.451974233104987
15930.0,1137301.0777114348,5162900.987448615,3562431.480550171,11.867933582315974,6,True,1.0421640984714031,0.9999403119556528,1137297.9923459953,5162891.173158018,3562432.061813266,1137301.0777114348,5162900.987448615,3562431.480550171,10.795696323034411,0.877844871450132
15960.0,1137303.5485609572,5162900.4952222295,3562433.970718464,11.321338878706525,6,True,0.6677447830637296,0.9999557054112748,1137299.5075690064,5162893.715357393,3562432.5823865524,1137303.5485609572,5162900.4952222295,3562433.970718464,11.3604087378932,3.416770525803878
15990.0,1137299.8695974716,5162893.361400947,3562432.0922386777,5.687056215872148,6,True,0.7539487183094025,0.9999683105194089,1137299.6066059158,5162893.618528674,3562432.448301155,1137299.8695974716,5162893.361400947,3562432.0922386777,3.1551434078192746,3.3324580031695037
16020.0,1137298.4780853346,5162887.464629795,3562435.9543349515,1.860578600553811,6,True,0.6832009057203928,0.9999702747830694,1137299.2980149775,5162891.935761464,3562433.4070167313,1137298.4780853346,5162887.464629795,3562435.9543349515,5.0431222678757495,2.191831723809578
16050.0,1137294.8877100886,5162885.213324177,3562434.621902986,-1.7574169436982159,6,True,0.4436706726749738,0.9999806453648075,1137298.0891881126,5162890.093198876,3562433.740006667,1137294.8877100886,5162885.213324177,3562434.621902986,6.970978189403346,1.9108986575713207
16080.0,1137308.5218636435,5162899.22171073,3562432.430714643,11.441991042724917,6,True,1.4235871384541194,0.999785301131201,1137300.7911468379,5162892.457392239,3562433.4009131147,1137308.5218636435,5162899.22171073,3562432.430714643,13.260108269304672,3.321887348554948
16110.0,1137298.0477052259,5162894.408881109,3562426.7784972233,3.503747948347618,6,True,0.7003419287502766,0.9999582703484031,1137300.0370358946,5162892.993813028,3562431.5805586106,1137298.0477052259,5162894.408881109,3562426.7784972233,6.483642236531001,2.925094776407571
16140.0,1137302.3421295674,5162901.838838285,3562427.0154237053,10.33280275003135,6,True,0.22001855572064719,0.9999659277534517,1137300.6694969959,5162895.420670765,3562430.3279976915,1137302.3421295674,5162901.838838285,3562427.0154237053,12.925955197846797,5.5918024934782835
16170.0,1137300.37309109,5162894.408710045,3562432.1816261453,6.497398355523972,6,True,1.0693417489528656,0.9999706966929942,1137300.5882678663,5162895.143346033,3562430.8359788842,1137300.37309109,5162894.408710045,3562432.1816261453,4.320274853607074,5.187440133902904
16200.0,1137302.813406246,5162903.6085155755,3562430.1401352044,14.433189902967895,6,True,0.6457370047767957,0.9999434135025183,1137301.1923171715,5162897.441351329,3562430.6470810184,1137302.813406246,5162903.6085155755,3562430.1401352044,13.89921217130587,7.536666949698293
16230.0,1137302.0940214018,5162890.09895248,3562428.9782691533,1.4961303250281903,6,True,0.734289518247048,0.9999551095745065,1137301.4380915037,5162895.440059649,3562430.192218872,1137302.0940214018,5162890.09895248,3562428.9782691533,4.634551534098045,5.9809009140083
16260.0,1137301.5900071224,5162891.982893109,3562428.3183971196,3.891794322503387,6,True,1.161286387592554,0.999952188833927,1137301.4794515928,5162894.498821893,3562429.6820578016,1137301.5900071224,5162891.982893109,3562428.3183971196,4.950946410180753,5.4440246883527825
16290.0,1137291.242351498,5162875.857489489,3562430.2236811286,-12.07397471782411,6,True,0.24368386964003244,0.999935641660143,1137298.705497249,5162889.447566702,3562429.8288218626,1137291.242351498,5162875.857489489,3562430.2236811286,16.45329861535421,2.356687148630205
16320.0,1137302.2528700556,5162895.013702761,3562434.08020499,8.31512614574981,6,True,0.4605223598579566,0.9999619409063216,1137299.674920847,5162890.968676532,3562430.9906369164,1137302.2528700556,5162895.013702761,3562434.08020499,6.22324868266943,1.5422106814403165
16350.0,1137298.0380182667,5162894.222067388,3562431.4578335653,5.840179538959017,6,True,0.39924097061157227,0.9999800015365895,1137299.2257078078,5162891.86150034,3562431.1188490833,1137298.0380182667,5162894.222067388,3562431.4578335653,3.782871130056465,1.7228629314260673
16380.0,1137299.857765403,5162896.717602022,3562441.17466194,9.655709838587542,6,True,0.42633887628714245,0.999951772099916,1137299.397493059,5162893.181327288,3562433.8518916885,1137299.857765403,5162896.717602022,3562441.17466194,11.216799364538257,3.405450898013167
16410.0,1137292.330240958,5162878.321231137,3562432.8184895376,-9.948060731063322,6,True,0.7104170173406601,0.9999484608630284,1137297.4770149135,5162889.143196274,3562433.5710716164,1137292.330240958,5162878.321231137,3562432.8184895376,13.703727757439607,2.3834420155011182
16440.0,1137298.5646614132,5162893.433717268,3562433.213357229,5.547117662713302,6,True,0.3372888999680678,0.9999780614174122,1137297.775279566,5162890.319783294,3562433.472975813,1137298.5646614132,5162893.433717268,3562433.213357229,3.1995827548983438,1.733668062136941
16470.0,1137293.830742421,5162881.874441947,3562436.0082052536,-4.590912297332675,6,True,0.4345032398899396,0.9999781808816378,1137296.695011785,5162888.006906061,3562434.1672845697,1137293.830742421,5162881.874441947,3562436.0082052536,10.644133166948928,3.8281394512069844
16500.0,1137301.1548086645,5162900.2103413055,3562427.367604397,11.303955310358665,6,True,0.6243968183795611,0.999961454933515,1137297.9096441523,5162891.330529949,3562432.315381479,1137301.1548086645,5162900.2103413055,3562427.367604397,11.039200045204915,1.111585707812111
16530.0,1137294.2545329283,5162875.837909151,3562439.204263327,-8.487786865827886,6,True,0.5377099551260471,0.9999093058922672,1137296.928380697,5162887.171328851,3562434.1647938746,1137294.2545329283,5162875.837909151,3562439.204263327,16.922759777230624,4.324882588788867
16560.0,1137299.0999367735,5162888.084817462,3562431.25646828,0.981471360222439,6,True,0.013877286265293757,0.999977493442023,1137297.5248024487,5162887.422220128,3562433.36601706,1137299.0999367735,5162888.084817462,3562431.25646828,2.571023130684128,3.5485355233733693
16590.0,1137295.0583458333,5162879.636151717,3562429.4607086717,-7.821562752744018,6,True,0.11757263665397961,0.9999615880970308,1137296.8519155309,5162885.298062118,3562432.300589471,1137295.0583458333,5162879.636151717,3562429.4607086717,11.676126030954673,5.485513700900656
16620.0,1137297.0873385456,5162882.994301203,3562429.641918344,-4.010240895253934,6,True,0.7602923661470413,0.9999593234576586,1137296.9160865892,5162884.67010832,3562431.5758950724,1137297.0873385456,5162882.994301203,3562429.641918344,7.9834478028069435,6.066033347106559
16650.0,1137296.484841035,5162884.74093643,3562436.5363921984,-1.7520100184011196,6,True,1.3154924660921097,0.9999559354468367,1137296.7986515386,5162884.6893959455,3562432.9267176515,1137296.484841035,5162884.74093643,3562436.5363921984,7.659060081979486,6.151172295224034
16680.0,1137298.4479776437,5162887.170852922,3562437.743044778,0.1865066131693914,6,True,0.05920858929554621,0.9999728437564712,1137297.250066435,5162885.368562207,3562434.244929862,1137298.4479776437,5162887.170852922,3562437.743044778,6.7012334040204,5.778908235909734
16710.0,1137305.368822812,5162906.518064979,3562427.350217518,15.985745735382288,6,True,0.8750115434328715,0.9999656274760131,1137299.4656334945,5162891.14015326,3562432.363398154,1137305.368822812,5162906.518064979,3562427.350217518,18.001033305712486,1.2016440242776316
16740.0,1137295.5535042998,5162884.9087610915,3562436.5451578447,-1.3067998058273995,6,True,0.20710693672299385,0.9999716978972288,1137298.3962131394,5162889.436738753,3562433.506524751,1137295.5535042998,5162884.9087610915,3562436.5451578447,7.8446546911992705,1.909141037572362
16770.0,1137294.0398429185,5162882.895836663,3562429.0054792585,-5.188760396453904,6,True,0.49466706191500026,0.999967907097181,1137297.2070907406,5162887.651322733,3562432.2779115383,1137294.0398429185,5162882.895836663,3562429.0054792585,9.311548236444521,3.168553632837237
16800.0,1137298.046760753,5162885.961605851,3562430.175155216,-1.4841691965233066,6,True,0.7445797100663185,0.9999699972376567,1137297.4364313032,5162887.189807358,3562431.7035819674,1137298.046760753,5162885.961605851,3562430.175155216,4.893835167183539,3.500619570882606
16830.0,1137308.8142744054,5162909.7497402355,3562429.369400487,20.625200136534694,6,True,0.9291046385963758,0.9998638144056898,1137300.4507325285,5162893.166549409,3562431.085193576,1137308.8142744054,5162909.7497402355,3562429.369400487,21.96537066336026,3.382983346925618
16860.0,1137301.6863509803,5162895.946426654,3562435.58739727,9.299865876879515,6,True,0.28490082422892254,0.9999652017730509,1137300.7896978047,5162893.929148783,3562432.3202760695,1137301.6863509803,5162895.946426654,3562435.58739727,7.272247631640001,4.115282519680945
16890.0,1137291.4256246882,5162876.54484559,3562427.891730426,-12.806276981632228,6,True,0.5707094296813011,0.9998910018710991,1137298.2812225232,5162889.272190822,3562431.133944316,1137291.4256246882,5162876.54484559,3562427.891730426,16.180309628174648,1.4889769494931928
16920.0,1137298.672465381,5162888.725342671,3562434.7782129077,1.2105450445638795,6,True,0.9513175562024117,0.9999555387898664,1137298.388284772,5162889.122547725,3562432.1311857556,1137298.672465381,5162888.725342671,3562434.7782129077,3.3600973084470818,1.403678477139359
16950.0,1137303.2580620311,5162898.328868583,3562432.6768452385,9.784402627085264,6,True,0.48172396545608837,0.9999700670596514,1137299.7236089935,5162891.646980071,3562432.280809093,1137303.2580620311,5162898.328868583,3562432.6768452385,9.16666208225237,1.6805064304773805
16980.0,1137293.3696380227,5162873.791182996,3562435.662354155,-11.308124257467751,6,True,0.5480332660178343,0.9999468690365187,1137297.9962516874,5162886.792796494,3562433.200098242,1137293.3696380227,5162873.791182996,3562435.662354155,17.8881937278601,3.9596613948489106
17010.0,1137295.226425381,5162879.966481885,3562435.577855918,-6.235575101583129,6,True,1.046932265162468,0.9999254385727538,1137297.247653929,5162884.947856325,3562433.8427320644,1137295.226425381,5162879.966481885,3562435.577855918,11.633177127882117,6.016529130773379
17040.0,1137298.1117975845,5162883.137200702,3562432.8889413336,-4.840227753516884,6,True,0.3329900490740935,0.9999679211291401,1137297.4843890525,5162884.451820996,3562433.581437817,1137298.1117975845,5162883.137200702,3562432.8889413336,7.440511704639142,6.36134478788197
17070.0,1137297.6936497954,5162888.883999003,3562435.708862411,1.4848972581201367,6,True,1.2380024828016758,0.9999499245058026,1137297.5413252201,5162885.65773868,3562434.1602726323,1137297.6936497954,5162888.883999003,3562435.708862411,4.198257442171591,5.427368169975462
17100.0,1137297.7379030713,5162886.655632126,3562424.413184198,-2.3243540458713388,6,True,0.6691633053123951,0.9999611855615992,1137297.5949908742,5162885.930163086,3562431.4993224177,1137297.7379030713,5162886.655632126,3562424.413184198,8.482348683982307,4.689986813326837
17130.0,1137298.9587208792,5162892.400716286,3562437.6196032567,6.0211295467873445,6,True,0.19592503582437834,0.9999718991764381,1137297.9682234249,5162887.701056934,3562433.174351947,1137298.9587208792,5162892.400716286,3562437.6196032567,6.012321629207824,3.1194496587416607
17160.0,1137298.8224652736,5162890.075162801,3562433.085520434,1.8536727723023234,6,True,0.4656824829677741,0.999980403070317,1137298.2023754509,5162888.351811401,3562433.1500027785,1137298.8224652736,5162890.075162801,3562433.085520434,1.26352979713199,2.4966028480949465
17190.0,1137295.5805063052,5162886.639183331,3562430.2800771,-2.299338693649968,6,True,0.8896161752442518,0.9999601430066959,1137297.4885753456,5162887.8855508715,3562432.368669639,1137295.5805063052,5162886.639183331,3562430.2800771,5.141110174060508,2.856028806952667
17220.0,1137299.2802540334,5162892.614514325,3562437.786736029,6.1825135268259475,6,True,0.2695886542399724,0.999972164007814,1137297.9783617284,5162889.178294888,3562433.8497918714,1137299.2802540334,5162892.614514325,3562437.786736029,6.269393224617757,2.4001990741527037
17250.0,1137295.2572515018,5162884.427216618,3562426.196769128,-4.693758886974719,6,True,0.5351119873424371,0.999961204347059,1137297.2370945013,5162887.884036912,3562431.7650049734,1137295.2572515018,5162884.427216618,3562426.196769128,8.976798000268325,2.931428100564453
17280.0,1137297.4920995724,5162885.761829189,3562430.4343072735,-2.316146239025501,6,True,0.10763045772910118,0.9999790698351182,1137297.3069500693,5162887.302683665,3562431.400476365,1137297.4920995724,5162885.761829189,3562430.4343072735,5.081411636907578,3.4715441585729008
17310.0,1137300.603229461,5162891.950488514,3562427.2523268717,1.5239266424338396,6,True,0.6522717525561651,0.9999616614960408,1137298.2047104605,5162888.568539682,3562430.2707043192,1137300.603229461,5162891.950488514,3562427.2523268717,5.311795612911076,2.5708792879667457
17340.0,1137303.593427353,5162904.775287831,3562435.4344613263,17.22021486474531,6,True,1.0952059378226597,0.9999413488337044,1137299.6646698215,5162892.959416795,3562431.6697155368,1137303.593427353,5162904.775287831,3562435.4344613263,15.539670229313034,2.7126072489721063
17370.0,1137291.7541652296,5162879.892499216,3562439.1962642805,-5.432913468239879,6,True,1.0882979022959869,0.9999519614606512,1137297.5118100266,5162889.403228795,3562433.7180809723,1137291.7541652296,5162879.892499216,3562439.1962642805,14.542438510336904,2.3393176754562006
17400.0,1137291.3256416502,5162869.136865208,3562430.385102071,-17.857538609567754,6,True,0.36666272456447285,0.9999402218457855,1137295.8336015604,5162883.905288733,3562432.813897143,1137291.3256416502,5162869.136865208,3562430.385102071,22.60525059038552,7.187207589881622
17430.0,1137294.5364187967,5162876.903431933,3562433.4413038744,-9.213208762130094,6,True,0.38894818474849063,0.999962706428156,1137295.4791514499,5162881.99205878,3562432.9853335754,1137294.5364187967,5162876.903431933,3562433.4413038744,14.258010458474462,9.107225879348523
17460.0,1137301.547264539,5162896.760010555,3562429.8413739335,8.044000876133913,6,True,0.4019153205056985,0.9999756376684485,1137297.1419548222,5162886.038819224,3562432.123815898,1137301.547264539,5162896.760010555,3562429.8413739335,7.247969617298981,4.683087642789818
17490.0,1137300.9748610926,5162895.536170191,3562429.055245108,7.313505967898132,6,True,1.6137877603371937,0.999942382561269,1137298.181025014,5162888.613475006,3562431.291950933,1137300.9748610926,5162895.536170191,3562429.055245108,6.285401509473282,2.026957125919934
17520.0,1137309.592785323,5162910.720830328,3562431.4594186745,21.275463747441474,6,True,0.6064572719236215,0.99987836027209,1137301.2223848463,5162894.50532873,3562431.336582931,1137309.592785323,5162910.720830328,3562431.4594186745,23.044837856776578,4.85241048146952
17550.0,1137303.3319786906,5162896.637034907,3562434.2398418547,8.824319489097412,6,True,0.2998957509795825,0.999953001997925,1137301.7991824236,5162895.0881721815,3562432.130381566,1137303.3319786906,5162896.637034907,3562434.2398418547,8.117297850219893,5.626922938319557
17580.0,1137299.3632113372,5162892.196588977,3562435.01041338,4.456994498730332,6,True,1.0407296568155289,0.9999577029739379,1137301.133533391,5162894.298023409,3562432.9173738263,1137299.3632113372,5162892.196588977,3562435.01041338,3.6097554219185897,4.69945424054799
17610.0,1137296.4895995483,5162883.430896634,3562428.964783188,-4.552819381634495,6,True,0.2427231396238009,0.9999685822808809,1137299.8622093287,5162891.3230370665,3562431.835311989,1137296.4895995483,5162883.430896634,3562428.964783188,7.93881534310772,1.5555735877205104
17640.0,1137303.8716276628,5162902.26786982,3562431.374711127,13.435791779138535,6,True,1.484977828959624,0.9999567002988424,1137300.9546650972,5162894.30520173,3562431.7098109745,1137303.8716276628,5162902.26786982,3562431.374711127,12.927000485690575,4.50754015486689
17670.0,1137301.1947589077,5162893.39179426,3562427.9837866654,3.5733323445878376,6,True,0.22424557680884996,0.999977866472494,1137301.0204824042,5162894.054807854,3562430.6883898675,1137301.1947589077,5162893.39179426,3562427.9837866654,5.562724572851258,4.504532544981002
17700.0,1137299.3672282486,5162894.4884029925,3562429.037507562,4.335652795602957,6,True,0.21861171474059424,0.9999774980018696,1137300.567870894,5162894.173513226,3562430.2364276988,1137299.3672282486,5162894.4884029925,3562429.037507562,4.992683995587954,4.520770186720271
17730.0,1137297.2882930113,5162884.17424317,3562429.018026554,-3.9654240984999207,6,True,1.760428998619318,0.9999385923394309,1137299.6805511825,5162891.468119502,3562429.906778155,1137297.2882930113,5162884.17424317,3562429.018026554,7.078638195905735,2.5132259074770884
17760.0,1137291.0492607795,5162872.476483161,3562435.1229780577,-13.289262642476253,6,True,0.6518420577049255,0.999938875172682,1137297.3406766304,5162886.31963712,3562431.3208486866,1137291.0492607795,5162872.476483161,3562435.1229780577,19.781762050207824,4.395271457441154
17790.0,1137295.0739163507,5162879.952042132,3562432.9246397363,-6.497120260983613,6,True,0.559795867651701,0.999968740799529,1137296.7202773136,5162884.57686281,3562431.759797119,1137295.0739163507,5162879.952042132,3562432.9246397363,11.151303169722294,6.20263314170877
17820.0,1137300.4568600147,5162905.424967145,3562429.0602233983,14.142631011781745,6,True,0.7680526922146479,0.9999442959234115,1137297.7346126686,5162890.236303803,3562431.0269689476,1137300.4568600147,5162905.424967145,3562429.0602233983,15.31535727998522,1.2412931021862246
17850.0,1137297.5893768147,5162883.380498491,3562435.7447270923,-2.1325768089213395,6,True,0.10121612871686618,0.9999742922401555,1137297.694815261,5162888.3576817475,3562432.3197251004,1137297.5893768147,5162883.380498491,3562435.7447270923,8.13599727788358,2.33987417119722
